"","id","mb06","mb01","au01","au01_desc","ta01","ta01_desc","rc01","rc01_desc","lma58_91","lma140_91","lma140_91_desc","geo_coding_quality","property_type","totalbeds","doublebeds","singlebeds","prop_cnstr_date","latest_prop_status","previous_prop_status","lastest_change_date","lastest_change_year","lastest_change_month","takeover_date","takeover_year","takeover_month","property_status","property_sold","property_current","property_destroyed","settled_date","settled_year","settled_month","sales_data_missing","sale_type","sale_price","auckland_takeover","community_sales","destroyed_date"
"35166",125601,869800,869800,529800,"Clarkin",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Double Unit",1,1,0,1950,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"24361",114622,707300,707300,523601,"Otara South",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1964,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"67736",157607,2311900,2311900,581400,"Kaikoura Township",54,"Kaikoura District",13,"Canterbury Region",46,100,"Kaikoura","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1947,"Deleted","Let","25dec1996",1996,12,"01mar1986",1986,3,"Sold",1,0,0,"23dec1996",1996,12,0,"Vacant Sale",67000,0,0,""
"10047",106863,413300,413300,514000,"Freemans Bay",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Complex",2,2,0,1993,"","","",NA,NA,"26feb1993",1993,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"74244",161745,2601100,2601100,592812,"Dallington",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1953,"Deleted","Vac Homebuy","24dec1998",1998,12,"01mar1986",1986,3,"Sold",1,0,0,"15dec1998",1998,12,0,"Homebuy Sale",89300,0,0,""
"1636",117168,96100,96100,502800,"Regent",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Provided by HNZC","Complex",3,2,1,1977,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12227",109330,475100,475100,517001,"Glen Innes West",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",2,2,0,1950,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12561",111095,476700,476700,517002,"Glen Innes East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1956,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"46476",176225,1447600,1447600,547400,"Pirimai",31,"Napier City",6,"Hawke's Bay Region",26,60,"Napier","Provided by HNZC","Multi Unit",2,2,0,1986,"","","",NA,NA,"07aug2006",2006,8,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"74483",165523,2609900,2609900,593501,"Linwood",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",3,1,2,1983,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"28622",116674,743100,743100,524112,"Mascot",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1971,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"75405",101764,2643700,2643700,595000,"Spreydon",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Double Unit",2,1,1,1973,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"13870",169300,497500,497500,516400,"Orakei North",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",2,2,0,1988,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"32284",182222,782200,782200,521901,"Otahuhu West",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Multi Storey",2,1,1,2003,"","","",NA,NA,"19mar2004",2004,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"35150",125586,869700,869700,529800,"Clarkin",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Double Unit",2,2,0,1950,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"34825",127068,864500,864500,530000,"Enderley",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",4,4,0,1960,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"28520",116643,742201,742201,524112,"Mascot",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1972,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"45036",137570,1390700,1390700,545500,"Wairoa",29,"Wairoa District",6,"Hawke's Bay Region",26,58,"Wairoa","Provided by HNZC","Single Unit",2,2,0,1957,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"47437",138056,1481200,1481200,547900,"Raureka",30,"Hastings District",6,"Hawke's Bay Region",25,59,"Hastings","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,3,0,1961,"Deleted","Destroyd Unt","21jun2008",2008,6,"01mar1986",1986,3,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"21jun2008"
"17518",185183,581100,581100,518803,"Akarana",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",3,3,0,2008,"","","",NA,NA,"17feb2009",2009,2,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"6252",185469,319200,319200,508110,"Seacliffe",5,"North Shore City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",4,4,0,2009,"","","",NA,NA,"12jun2009",2009,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"47129",138988,1478000,1478000,548500,"Camberley",30,"Hastings District",6,"Hawke's Bay Region",25,59,"Hastings","Provided by HNZC","Double Unit",1,1,0,1969,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"51035",156555,1707800,1707800,557300,"Lower Aramoho",37,"Wanganui District",8,"Manawatu-Wanganui Region",33,76,"Wanganui","Provided by HNZC","Single Unit",3,3,0,1977,"","","",NA,NA,"28jun1977",1977,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"36375",129304,894300,894300,530100,"Peachgrove",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",1,1,0,1983,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"60930",147883,2039200,2039200,570600,"Titahi Bay South",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",2,2,0,1954,"","","",NA,NA,"09dec1954",1954,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"62962",155140,2057302,2057302,571600,"Ascot Park",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,3,0,1975,"","","",NA,NA,"27nov1975",1975,11,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"43701",139758,1368900,1368900,544600,"Gisborne Central",28,"Gisborne District",5,"Gisborne Region",24,56,"Gisborne","Provided by HNZC","Double Unit",2,2,0,1983,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"21330",112770,634700,634700,520500,"Mt Wellington South",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1960,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12011",130521,473600,473600,517002,"Glen Innes East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1957,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"708",177737,NA,53402,500900,"Kerikeri",1,"Far North District",1,"Northland Region",2,5,"Kerikeri","Provided by HNZC","Double Unit",3,3,0,1978,"","","",NA,NA,"21may2007",2007,5,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"19013",118789,600600,600600,519820,"Onehunga South East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"34349",111246,820200,820200,525910,"Pukekohe North",10,"Franklin District",2,"Auckland Region",8,17,"Pukekohe","Provided by HNZC","Single Unit",3,2,1,1956,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"70263",169506,2495101,2495101,587812,"Broomfield",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Double Unit",2,2,0,1988,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"53739",141938,1837601,1837601,562100,"Milson",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Reliably coded through CRS, or obtained via google API and verified","Double Unit",3,3,0,1976,"Deleted","Vac Homebuy","07jan1999",1999,1,"01mar1986",1986,3,"Sold",1,0,0,"18dec1998",1998,12,0,"Homebuy Sale",112500,0,0,""
"51244",156265,1716201,1716201,555900,"Mosston",37,"Wanganui District",8,"Manawatu-Wanganui Region",33,76,"Wanganui","Provided by HNZC","Single Unit",3,3,0,1975,"","","",NA,NA,"02apr1975",1975,4,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"19634",106464,605300,605300,519900,"Oranga",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1945,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"64136",152160,2063400,2063400,571300,"Cannons Creek East",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",2,2,0,1964,"Deleted","Vac Pend Set","17apr1999",1999,4,"13oct1964",1964,10,"Sold",1,0,0,"14apr1999",1999,4,0,"Vacant Sale",22000,0,0,""
"72655",163926,2573700,2573700,593100,"Aranui",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1968,"Deleted","Vac Und Sale","24nov2000",2000,11,"01mar1986",1986,3,"Sold",1,0,0,"15nov2000",2000,11,0,"Vacant Sale",98000,0,0,""
"58952",157008,1963000,1963000,568900,"Moera",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Multi Unit",2,2,0,1980,"","","",NA,NA,"10jun1980",1980,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"44034",134750,1375700,1375700,544400,"Gisborne Airport",28,"Gisborne District",5,"Gisborne Region",24,56,"Gisborne","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1942,"Deleted","Vac Pend Set","25dec1997",1997,12,"01mar1986",1986,3,"Sold",1,0,0,"16dec1997",1997,12,0,"Vacant Sale",54000,0,0,""
"59625",142029,1978400,1978400,568702,"Waiwhetu South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1938,"Deleted","Let Sale Reg","27feb1999",1999,2,"29jun1938",1938,6,"Sold",1,0,0,"26feb1999",1999,2,0,"Homebuy Sale",127700,0,0,""
"65853",141736,2194900,2194900,576100,"Melrose",47,"Wellington City",9,"Wellington Region",40,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1936,"Deleted","Vac Und Sale","22aug1995",1995,8,"23nov1966",1966,11,"Sold",1,0,0,"18aug1995",1995,8,0,"Vacant Sale",107000,0,0,""
"55509",155402,1913902,1913902,566700,"Maoribank",45,"Upper Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1977,"Deleted","Vac Homebuy","05oct1999",1999,10,"25mar1977",1977,3,"Sold",1,0,0,"15sep1999",1999,9,0,"Homebuy Sale",80500,0,0,""
"37850",130246,946600,946600,527401,"Huntly West",13,"Waikato District",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,2,1,1970,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"58056",140658,1955900,1955900,568302,"Naenae North",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Single Unit",2,2,0,1990,"","","",NA,NA,"05jun1990",1990,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"52543",147189,1801500,1801500,562910,"Awapuni North",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1952,"Deleted","Vac Und Sale","01oct1997",1997,10,"08dec1952",1952,12,"Sold",1,0,0,"26sep1997",1997,9,0,"Vacant Sale",75000,0,0,""
"28306",116294,NA,740900,524111,"Mangere Central",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",3,2,1,1970,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"1897",118720,107802,107802,503800,"Raumanga West",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Provided by HNZC","Single Unit",3,2,1,1977,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12585",111098,476700,476700,517002,"Glen Innes East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1956,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"74217",162460,2600000,2600000,592812,"Dallington",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1956,"Deleted","Vac Und Sale","27oct1995",1995,10,"01mar1986",1986,3,"Sold",1,0,0,"26oct1995",1995,10,0,"Vacant Sale",90000,0,0,""
"26193",183327,730002,730002,524401,"Favona",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",2,2,0,2005,"","","",NA,NA,"15jul2005",2005,7,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"48597",136923,1531600,1531600,550102,"Dannevirke East",41,"Tararua District",8,"Manawatu-Wanganui Region",36,82,"Dannevirke","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,2,0,1949,"Deleted","Vacant","13mar1999",1999,3,"01mar1986",1986,3,"Sold",1,0,0,"01mar1999",1999,3,0,"Comm Partner",6995.99,0,1,""
"1323",120385,92800,92800,502400,"Otangarei",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1951,"Deleted","Vac Pend Set","22sep1999",1999,9,"01mar1986",1986,3,"Sold",1,0,0,"17sep1999",1999,9,0,"Vacant Sale",69000,0,0,""
"50590",146786,1675600,1675600,555100,"Raetihi",36,"Ruapehu District",8,"Manawatu-Wanganui Region",32,74,"Tangiwai","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1950,"Deleted","Vac Pend Set","01jun1999",1999,6,"01mar1986",1986,3,"Sold",1,0,0,"28may1999",1999,5,0,"Vacant Sale",23000,0,0,""
"76477",164193,2733900,2733900,597830,"Netherby",63,"Ashburton District",13,"Canterbury Region",49,113,"Ashburton","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1972,"Deleted","Let Sale Reg","12jul1995",1995,7,"01mar1986",1986,3,"Sold",1,0,0,"07jul1995",1995,7,0,"Homebuy Sale",65000,0,0,""
"43523",134905,1367400,1367400,544300,"Te Hapara",28,"Gisborne District",5,"Gisborne Region",24,56,"Gisborne","Provided by HNZC","Single Unit",3,2,1,1950,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"41368",135970,1214601,1214601,538501,"Te Puke West",22,"Western Bay of Plenty Distri",4,"Bay of Plenty Region",20,45,"Te Puke","Provided by HNZC","Single Unit",3,3,0,1954,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"50920",143184,1693900,1693900,557700,"Kowhai Park",37,"Wanganui District",8,"Manawatu-Wanganui Region",33,76,"Wanganui","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1941,"Deleted","Vac Und Sale","11feb1997",1997,2,"22may1941",1941,5,"Sold",1,0,0,"31jan1997",1997,1,0,"Vacant Sale",50500,0,0,""
"48516",137421,1522500,1522500,549500,"Waipukurau",32,"Central Hawke's Bay District",6,"Hawke's Bay Region",27,61,"Central Hawke's Bay","Provided by HNZC","Single Unit",3,3,0,1955,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"67433",157316,2295800,2295800,581220,"Mayfield",53,"Marlborough District",18,"Marlborough Region",45,99,"Blenheim","Provided by HNZC","Single Unit",3,3,0,1950,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"22298",118094,665500,665500,522202,"Papatoetoe Central",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"51930",154497,1738300,1738300,559500,"Marton",38,"Rangitikei District",8,"Manawatu-Wanganui Region",34,79,"Marton","Provided by HNZC","Single Unit",3,3,0,1973,"","","",NA,NA,"24sep1973",1973,9,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"53945",145839,1842100,1842100,562500,"Roslyn",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Provided by HNZC","Double Unit",2,2,0,1948,"","","",NA,NA,"22nov1948",1948,11,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"31945",122533,780414,780414,524602,"Wiri",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1984,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"37695",129730,945100,945100,527401,"Huntly West",13,"Waikato District",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,2,1,1950,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"49633",132546,1582400,1582400,551501,"Lynmouth",33,"New Plymouth District",7,"Taranaki Region",28,62,"New Plymouth","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1944,"Deleted","Vac Pend Set","14oct1995",1995,10,"01mar1986",1986,3,"Sold",1,0,0,"13oct1995",1995,10,0,"Vacant Sale",66000,0,0,""
"28031",115877,739000,739000,524122,"Viscount",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",2,2,0,1969,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"80945",172196,3153400,3153400,611800,"Kingswell-Clifton",75,"Invercargill City",15,"Southland Region",58,140,"Invercargill","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1983,"Deleted","Vac Pend Set","28oct1998",1998,10,"01mar1986",1986,3,"Sold",1,0,0,"23oct1998",1998,10,0,"Vacant Sale",26500,0,0,""
"30482",169677,NA,774302,524810,"Weymouth",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1989,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"57163",144427,1948100,1948100,568501,"Epuni West",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1944,"Deleted","Vac Pend Dev","15may2007",2007,5,"20dec1944",1944,12,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"15may2007"
"26690",116795,733100,733100,524530,"Harania East",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",4,4,0,1972,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"23894",113702,703400,703400,523502,"Otara East",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Double Unit",1,1,0,1962,"Deleted","Vac Und Sale","23apr1998",1998,4,"01mar1986",1986,3,"Sold",1,0,0,"09apr1998",1998,4,0,"Vacant Sale",70000,0,0,""
"48854",133764,1560700,1560700,550901,"Bell Block",33,"New Plymouth District",7,"Taranaki Region",28,62,"New Plymouth","Provided by HNZC","Single Unit",3,3,0,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"50268",134240,1641000,1641000,554010,"Hawera North",35,"South Taranaki District",7,"Taranaki Region",30,68,"Hawera","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1985,"Deleted","Vacant","02jun1995",1995,6,"01mar1986",1986,3,"Sold",1,0,0,"25may1995",1995,5,0,"Homebuy Sale",81000,0,0,""
"20033",101791,618400,618400,519400,"One Tree Hill East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1938,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"73310",164520,2580700,2580700,594200,"Ensors",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Multi Unit",3,3,0,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"29828",122702,767400,767400,523912,"Takanini South",9,"Papakura District",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Complex",2,2,0,1985,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"59622",142021,1978400,1978400,568702,"Waiwhetu South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,1,1,1938,"Deleted","Vac Und Sale","30dec1997",1997,12,"27jul1938",1938,7,"Sold",1,0,0,"23dec1997",1997,12,0,"Vacant Sale",126900,0,0,""
"49512",133206,1579800,1579800,551503,"Marfell",33,"New Plymouth District",7,"Taranaki Region",28,62,"New Plymouth","Provided by HNZC","Multi Unit",3,2,1,1959,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"24140",114346,706100,706100,523602,"Ferguson",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1965,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"60008",149358,1995600,1995600,572701,"Linden",47,"Wellington City",9,"Wellington Region",40,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",1,0,1,1960,"Deleted","Vac Und Sale","17oct1998",1998,10,"02nov1960",1960,11,"Sold",1,0,0,"02oct1998",1998,10,0,"Vacant Sale",32582,0,0,""
"30257",184343,773807,773807,524810,"Weymouth",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1992,"","","",NA,NA,"04aug2006",2006,8,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"46162",138377,1444300,1444300,546700,"Maraenui",31,"Napier City",6,"Hawke's Bay Region",26,60,"Napier","Provided by HNZC","Single Unit",2,2,0,1963,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"16449",111038,568800,568800,518701,"Hillsborough West",7,"Auckland City",2,"Auckland Region",7,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1955,"Deleted","Vacant","20feb2006",2006,2,"01mar1986",1986,3,"Sold, Missing Info",1,0,0,"20feb2006",2006,2,1,"",NA,0,0,""
"30330",170494,NA,774200,524810,"Weymouth",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1974,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"1470",106183,94000,94000,502400,"Otangarei",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Provided by HNZC","Complex",1,1,0,1966,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12921",110727,477300,477300,517100,"Point England",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1954,"","","",NA,NA,"23dec1997",1997,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"48505",139561,1522500,1522500,549500,"Waipukurau",32,"Central Hawke's Bay District",6,"Hawke's Bay Region",27,61,"Central Hawke's Bay","Provided by HNZC","Double Unit",3,3,0,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"30050",118331,769400,769400,525102,"Wattle Farm",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"17",177209,2604,2604,500202,"Mangonui East",1,"Far North District",1,"Northland Region",1,1,"Kaitaia","Provided by HNZC","Single Unit",2,2,0,2000,"","","",NA,NA,"25jun2004",2004,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"52319",156333,1780700,1780700,561700,"Foxton",42,"Horowhenua District",8,"Manawatu-Wanganui Region",35,85,"Foxton","Provided by HNZC","Double Unit",2,2,0,1975,"","","",NA,NA,"08dec1975",1975,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"52896",154890,1816301,1816301,562720,"Westbrook",40,"Palmerston North City",8,"Manawatu-Wanganui Region",35,81,"Palmerston North","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1975,"Deleted","Vac Pend Set","17jun1999",1999,6,"24mar1975",1975,3,"Sold",1,0,0,"14jun1999",1999,6,0,"Vacant Sale",65000,0,0,""
"74316",164506,2602900,2602900,592811,"Burwood",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Double Unit",3,3,0,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"27390",117055,736502,736502,524510,"Harania North",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",2,2,0,1974,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"8444",102248,386000,386000,514900,"Waterview",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Double Unit",2,1,1,1939,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
